timestamp,file,duration_s,sample_rate,raw_peak,e_raw,rms,clip_rate,zcr,crest_factor,hf_ratio,b3_decision,b3_reason,b4_mode,b4_label,b4_flags,b5_status
27.03.2026; 15.56,/home/pi/pi-iot/audio/window_27-03-2026_15-56-52.wav,5,44100,0.071505,0.008735,0.011076,0.0,,,,DROP,weak signal — E_raw 0.0087<0.015 · RMS 0.0111<0.02 · peak 0.0715<0.35,not run,not run,,not run
27.03.2026; 15.56,/home/pi/pi-iot/audio/window_27-03-2026_15-56-57.wav,5,44100,0.043703,0.009132,0.011441,0.0,,,,DROP,weak signal — E_raw 0.0091<0.015 · RMS 0.0114<0.02 · peak 0.0437<0.35,not run,not run,,not run
27.03.2026; 15.57,/home/pi/pi-iot/audio/window_27-03-2026_15-57-02.wav,5,44100,1.000031,0.03202,0.056609,0.000295,0.01859,17.6657,0.022653,KEEP,ok,LIGHT,low-activity background,1,not activated (LIGHT path)
27.03.2026; 15.57,/home/pi/pi-iot/audio/window_27-03-2026_15-57-08.wav,5,44100,1.000031,0.041518,0.081458,0.000984,0.031696,12.2766,0.019842,KEEP,ok,LIGHT,low-activity background,1,not activated (LIGHT path)
27.03.2026; 15.57,/home/pi/pi-iot/audio/window_27-03-2026_15-57-13.wav,5,44100,0.540574,0.012194,0.022802,0.0,0.022921,23.707,0.012066,KEEP,ok,LIGHT,low-activity background,1,not activated (LIGHT path)
27.03.2026; 15.57,/home/pi/pi-iot/audio/window_27-03-2026_15-57-18.wav,5,44100,0.041078,0.008137,0.010127,0.0,,,,DROP,weak signal — E_raw 0.0081<0.015 · RMS 0.0101<0.02 · peak 0.0411<0.35,not run,not run,,not run
27.03.2026; 15.57,/home/pi/pi-iot/audio/window_27-03-2026_15-57-23.wav,5,44100,0.036805,0.008253,0.010347,0.0,,,,DROP,weak signal — E_raw 0.0083<0.015 · RMS 0.0103<0.02 · peak 0.0368<0.35,not run,not run,,not run
27.03.2026; 16.10,/home/pi/pi-iot/audio/window_27-03-2026_16-10-43.wav,5,44100,0.094974,0.011998,0.016227,0.0,,,,DROP,weak signal — E_raw 0.0120<0.015 · RMS 0.0162<0.02 · peak 0.0950<0.35,not run,not run,,not run
27.03.2026; 16.10,/home/pi/pi-iot/audio/window_27-03-2026_16-10-48.wav,5,44100,0.04474,0.008805,0.011076,0.0,,,,DROP,weak signal — E_raw 0.0088<0.015 · RMS 0.0111<0.02 · peak 0.0447<0.35,not run,not run,,not run
27.03.2026; 16.10,/home/pi/pi-iot/audio/window_27-03-2026_16-10-53.wav,5,44100,0.048006,0.010372,0.012973,0.0,,,,DROP,weak signal — E_raw 0.0104<0.015 · RMS 0.0130<0.02 · peak 0.0480<0.35,not run,not run,,not run
27.03.2026; 16.11,/home/pi/pi-iot/audio/window_27-03-2026_16-11-00.wav,5,44100,0.058657,0.009739,0.012234,0.0,,,,DROP,weak signal — E_raw 0.0097<0.015 · RMS 0.0122<0.02 · peak 0.0587<0.35,not run,not run,,not run
27.03.2026; 16.11,/home/pi/pi-iot/audio/window_27-03-2026_16-11-05.wav,5,44100,0.301157,0.015616,0.02905,0.0,0.012857,10.3669,0.000658,KEEP,ok,FULL,baseline-clean,2,activated
27.03.2026; 16.11,/home/pi/pi-iot/audio/window_27-03-2026_16-11-10.wav,5,44100,0.096835,0.013859,0.018403,0.0,,,,DROP,weak signal — E_raw 0.0139<0.015 · RMS 0.0184<0.02 · peak 0.0968<0.35,not run,not run,,not run
27.03.2026; 16.12,/home/pi/pi-iot/audio/window_27-03-2026_16-12-51.wav,5,44100,0.087161,0.012947,0.016911,0.0,,,,DROP,weak signal — E_raw 0.0129<0.015 · RMS 0.0169<0.02 · peak 0.0872<0.35,not run,not run,,not run
27.03.2026; 16.12,/home/pi/pi-iot/audio/window_27-03-2026_16-12-56.wav,5,44100,0.125126,0.019511,0.026513,0.0,0.012671,4.7195,0.002012,KEEP,ok,FULL,rough/noisy,1,activated
27.03.2026; 16.13,/home/pi/pi-iot/audio/window_27-03-2026_16-13-02.wav,5,44100,0.182012,0.017058,0.026251,0.0,0.014259,6.9334,0.001854,KEEP,ok,FULL,baseline-clean,2,activated
27.03.2026; 16.13,/home/pi/pi-iot/audio/window_27-03-2026_16-13-07.wav,5,44100,0.046693,0.009115,0.011385,0.0,,,,DROP,weak signal — E_raw 0.0091<0.015 · RMS 0.0114<0.02 · peak 0.0467<0.35,not run,not run,,not run
27.03.2026; 16.13,/home/pi/pi-iot/audio/window_27-03-2026_16-13-12.wav,5,44100,0.04706,0.009193,0.011612,0.0,,,,DROP,weak signal — E_raw 0.0092<0.015 · RMS 0.0116<0.02 · peak 0.0471<0.35,not run,not run,,not run
27.03.2026; 16.13,/home/pi/pi-iot/audio/window_27-03-2026_16-13-17.wav,5,44100,0.046449,0.00858,0.010637,0.0,,,,DROP,weak signal — E_raw 0.0086<0.015 · RMS 0.0106<0.02 · peak 0.0464<0.35,not run,not run,,not run
27.03.2026; 16.13,/home/pi/pi-iot/audio/window_27-03-2026_16-13-22.wav,5,44100,0.06418,0.010375,0.013076,0.0,,,,DROP,weak signal — E_raw 0.0104<0.015 · RMS 0.0131<0.02 · peak 0.0642<0.35,not run,not run,,not run
27.03.2026; 16.13,/home/pi/pi-iot/audio/window_27-03-2026_16-13-27.wav,5,44100,0.049348,0.009135,0.011418,0.0,,,,DROP,weak signal — E_raw 0.0091<0.015 · RMS 0.0114<0.02 · peak 0.0493<0.35,not run,not run,,not run
27.03.2026; 16.13,/home/pi/pi-iot/audio/window_27-03-2026_16-13-32.wav,5,44100,0.147221,0.011065,0.015513,0.0,,,,DROP,weak signal — E_raw 0.0111<0.015 · RMS 0.0155<0.02 · peak 0.1472<0.35,not run,not run,,not run
27.03.2026; 16.13,/home/pi/pi-iot/audio/window_27-03-2026_16-13-37.wav,5,44100,0.164556,0.01251,0.01962,0.0,,,,DROP,weak signal — E_raw 0.0125<0.015 · RMS 0.0196<0.02 · peak 0.1646<0.35,not run,not run,,not run
27.03.2026; 16.13,/home/pi/pi-iot/audio/window_27-03-2026_16-13-42.wav,5,44100,0.043947,0.009357,0.011755,0.0,,,,DROP,weak signal — E_raw 0.0094<0.015 · RMS 0.0118<0.02 · peak 0.0439<0.35,not run,not run,,not run
27.03.2026; 16.13,/home/pi/pi-iot/audio/window_27-03-2026_16-13-47.wav,5,44100,0.115543,0.010708,0.014809,0.0,,,,DROP,weak signal — E_raw 0.0107<0.015 · RMS 0.0148<0.02 · peak 0.1155<0.35,not run,not run,,not run
27.03.2026; 16.13,/home/pi/pi-iot/audio/window_27-03-2026_16-13-52.wav,5,44100,0.160039,0.013144,0.019174,0.0,,,,DROP,weak signal — E_raw 0.0131<0.015 · RMS 0.0192<0.02 · peak 0.1600<0.35,not run,not run,,not run
27.03.2026; 16.13,/home/pi/pi-iot/audio/window_27-03-2026_16-13-57.wav,5,44100,0.128483,0.009717,0.013536,0.0,,,,DROP,weak signal — E_raw 0.0097<0.015 · RMS 0.0135<0.02 · peak 0.1285<0.35,not run,not run,,not run
27.03.2026; 16.14,/home/pi/pi-iot/audio/window_27-03-2026_16-14-02.wav,5,44100,0.095828,0.01062,0.01401,0.0,,,,DROP,weak signal — E_raw 0.0106<0.015 · RMS 0.0140<0.02 · peak 0.0958<0.35,not run,not run,,not run
27.03.2026; 16.14,/home/pi/pi-iot/audio/window_27-03-2026_16-14-07.wav,5,44100,0.074648,0.010415,0.013542,0.0,,,,DROP,weak signal — E_raw 0.0104<0.015 · RMS 0.0135<0.02 · peak 0.0746<0.35,not run,not run,,not run
27.03.2026; 16.14,/home/pi/pi-iot/audio/window_27-03-2026_16-14-12.wav,5,44100,0.072237,0.009748,0.012405,0.0,,,,DROP,weak signal — E_raw 0.0097<0.015 · RMS 0.0124<0.02 · peak 0.0722<0.35,not run,not run,,not run
27.03.2026; 16.14,/home/pi/pi-iot/audio/window_27-03-2026_16-14-17.wav,5,44100,0.046999,0.009928,0.012472,0.0,,,,DROP,weak signal — E_raw 0.0099<0.015 · RMS 0.0125<0.02 · peak 0.0470<0.35,not run,not run,,not run
27.03.2026; 16.14,/home/pi/pi-iot/audio/window_27-03-2026_16-14-23.wav,5,44100,0.050172,0.009694,0.012227,0.0,,,,DROP,weak signal — E_raw 0.0097<0.015 · RMS 0.0122<0.02 · peak 0.0502<0.35,not run,not run,,not run
27.03.2026; 16.14,/home/pi/pi-iot/audio/window_27-03-2026_16-14-28.wav,5,44100,0.051302,0.009258,0.011623,0.0,,,,DROP,weak signal — E_raw 0.0093<0.015 · RMS 0.0116<0.02 · peak 0.0513<0.35,not run,not run,,not run
27.03.2026; 16.14,/home/pi/pi-iot/audio/window_27-03-2026_16-14-33.wav,5,44100,0.053591,0.010604,0.013447,0.0,,,,DROP,weak signal — E_raw 0.0106<0.015 · RMS 0.0134<0.02 · peak 0.0536<0.35,not run,not run,,not run
27.03.2026; 16.14,/home/pi/pi-iot/audio/window_27-03-2026_16-14-38.wav,5,44100,0.067629,0.009231,0.011844,0.0,,,,DROP,weak signal — E_raw 0.0092<0.015 · RMS 0.0118<0.02 · peak 0.0676<0.35,not run,not run,,not run
27.03.2026; 16.14,/home/pi/pi-iot/audio/window_27-03-2026_16-14-43.wav,5,44100,0.047639,0.009075,0.01156,0.0,,,,DROP,weak signal — E_raw 0.0091<0.015 · RMS 0.0116<0.02 · peak 0.0476<0.35,not run,not run,,not run
27.03.2026; 16.14,/home/pi/pi-iot/audio/window_27-03-2026_16-14-48.wav,5,44100,0.051119,0.00935,0.011748,0.0,,,,DROP,weak signal — E_raw 0.0093<0.015 · RMS 0.0117<0.02 · peak 0.0511<0.35,not run,not run,,not run
27.03.2026; 16.14,/home/pi/pi-iot/audio/window_27-03-2026_16-14-53.wav,5,44100,0.082064,0.012208,0.015755,0.0,,,,DROP,weak signal — E_raw 0.0122<0.015 · RMS 0.0158<0.02 · peak 0.0821<0.35,not run,not run,,not run
27.03.2026; 16.14,/home/pi/pi-iot/audio/window_27-03-2026_16-14-58.wav,5,44100,0.056215,0.009332,0.012016,0.0,,,,DROP,weak signal — E_raw 0.0093<0.015 · RMS 0.0120<0.02 · peak 0.0562<0.35,not run,not run,,not run
27.03.2026; 16.15,/home/pi/pi-iot/audio/window_27-03-2026_16-15-03.wav,5,44100,0.061464,0.009837,0.012823,0.0,,,,DROP,weak signal — E_raw 0.0098<0.015 · RMS 0.0128<0.02 · peak 0.0615<0.35,not run,not run,,not run
27.03.2026; 16.15,/home/pi/pi-iot/audio/window_27-03-2026_16-15-08.wav,5,44100,0.059725,0.009213,0.011905,0.0,,,,DROP,weak signal — E_raw 0.0092<0.015 · RMS 0.0119<0.02 · peak 0.0597<0.35,not run,not run,,not run
27.03.2026; 16.15,/home/pi/pi-iot/audio/window_27-03-2026_16-15-13.wav,5,44100,0.051088,0.010019,0.012565,0.0,,,,DROP,weak signal — E_raw 0.0100<0.015 · RMS 0.0126<0.02 · peak 0.0511<0.35,not run,not run,,not run
27.03.2026; 16.15,/home/pi/pi-iot/audio/window_27-03-2026_16-15-18.wav,5,44100,0.044038,0.008953,0.011281,0.0,,,,DROP,weak signal — E_raw 0.0090<0.015 · RMS 0.0113<0.02 · peak 0.0440<0.35,not run,not run,,not run
27.03.2026; 16.15,/home/pi/pi-iot/audio/window_27-03-2026_16-15-23.wav,5,44100,0.046113,0.008984,0.011312,0.0,,,,DROP,weak signal — E_raw 0.0090<0.015 · RMS 0.0113<0.02 · peak 0.0461<0.35,not run,not run,,not run
27.03.2026; 16.15,/home/pi/pi-iot/audio/window_27-03-2026_16-15-28.wav,5,44100,0.054384,0.008779,0.011005,0.0,,,,DROP,weak signal — E_raw 0.0088<0.015 · RMS 0.0110<0.02 · peak 0.0544<0.35,not run,not run,,not run
27.03.2026; 16.15,/home/pi/pi-iot/audio/window_27-03-2026_16-15-33.wav,5,44100,0.923795,0.019961,0.049638,0.0,0.013832,18.6105,0.000208,KEEP,ok,LIGHT,low-activity background,1,not activated (LIGHT path)
27.03.2026; 16.15,/home/pi/pi-iot/audio/window_27-03-2026_16-15-38.wav,5,44100,0.0524,0.009477,0.011968,0.0,,,,DROP,weak signal — E_raw 0.0095<0.015 · RMS 0.0120<0.02 · peak 0.0524<0.35,not run,not run,,not run
27.03.2026; 16.15,/home/pi/pi-iot/audio/window_27-03-2026_16-15-43.wav,5,44100,1.000031,0.010925,0.02558,5.4e-05,0.016304,39.0941,0.018357,KEEP,ok,LIGHT,low-activity background,1,not activated (LIGHT path)
27.03.2026; 16.15,/home/pi/pi-iot/audio/window_27-03-2026_16-15-49.wav,5,44100,0.045961,0.008144,0.010227,0.0,,,,DROP,weak signal — E_raw 0.0081<0.015 · RMS 0.0102<0.02 · peak 0.0460<0.35,not run,not run,,not run
27.03.2026; 16.15,/home/pi/pi-iot/audio/window_27-03-2026_16-15-54.wav,5,44100,0.04181,0.008789,0.010934,0.0,,,,DROP,weak signal — E_raw 0.0088<0.015 · RMS 0.0109<0.02 · peak 0.0418<0.35,not run,not run,,not run
27.03.2026; 16.15,/home/pi/pi-iot/audio/window_27-03-2026_16-15-59.wav,5,44100,0.040193,0.008896,0.011122,0.0,,,,DROP,weak signal — E_raw 0.0089<0.015 · RMS 0.0111<0.02 · peak 0.0402<0.35,not run,not run,,not run
27.03.2026; 16.16,/home/pi/pi-iot/audio/window_27-03-2026_16-16-04.wav,5,44100,0.042512,0.008854,0.011029,0.0,,,,DROP,weak signal — E_raw 0.0089<0.015 · RMS 0.0110<0.02 · peak 0.0425<0.35,not run,not run,,not run
27.03.2026; 16.16,/home/pi/pi-iot/audio/window_27-03-2026_16-16-09.wav,5,44100,0.069185,0.010186,0.013074,0.0,,,,DROP,weak signal — E_raw 0.0102<0.015 · RMS 0.0131<0.02 · peak 0.0692<0.35,not run,not run,,not run
27.03.2026; 16.16,/home/pi/pi-iot/audio/window_27-03-2026_16-16-14.wav,5,44100,0.064425,0.009822,0.012383,0.0,,,,DROP,weak signal — E_raw 0.0098<0.015 · RMS 0.0124<0.02 · peak 0.0644<0.35,not run,not run,,not run
27.03.2026; 16.16,/home/pi/pi-iot/audio/window_27-03-2026_16-16-19.wav,5,44100,0.094852,0.009514,0.012695,0.0,,,,DROP,weak signal — E_raw 0.0095<0.015 · RMS 0.0127<0.02 · peak 0.0949<0.35,not run,not run,,not run
27.03.2026; 16.16,/home/pi/pi-iot/audio/window_27-03-2026_16-16-24.wav,5,44100,0.043764,0.009637,0.012095,0.0,,,,DROP,weak signal — E_raw 0.0096<0.015 · RMS 0.0121<0.02 · peak 0.0438<0.35,not run,not run,,not run
27.03.2026; 16.16,/home/pi/pi-iot/audio/window_27-03-2026_16-16-29.wav,5,44100,0.212592,0.009235,0.012576,0.0,,,,DROP,weak signal — E_raw 0.0092<0.015 · RMS 0.0126<0.02 · peak 0.2126<0.35,not run,not run,,not run
27.03.2026; 16.16,/home/pi/pi-iot/audio/window_27-03-2026_16-16-34.wav,5,44100,0.038972,0.008557,0.010691,0.0,,,,DROP,weak signal — E_raw 0.0086<0.015 · RMS 0.0107<0.02 · peak 0.0390<0.35,not run,not run,,not run
27.03.2026; 16.16,/home/pi/pi-iot/audio/window_27-03-2026_16-16-39.wav,5,44100,0.045625,0.008527,0.010738,0.0,,,,DROP,weak signal — E_raw 0.0085<0.015 · RMS 0.0107<0.02 · peak 0.0456<0.35,not run,not run,,not run
27.03.2026; 16.16,/home/pi/pi-iot/audio/window_27-03-2026_16-16-44.wav,5,44100,0.037965,0.009013,0.011205,0.0,,,,DROP,weak signal — E_raw 0.0090<0.015 · RMS 0.0112<0.02 · peak 0.0380<0.35,not run,not run,,not run
27.03.2026; 16.16,/home/pi/pi-iot/audio/window_27-03-2026_16-16-49.wav,5,44100,0.062899,0.009249,0.011702,0.0,,,,DROP,weak signal — E_raw 0.0092<0.015 · RMS 0.0117<0.02 · peak 0.0629<0.35,not run,not run,,not run
27.03.2026; 16.16,/home/pi/pi-iot/audio/window_27-03-2026_16-16-54.wav,5,44100,0.048708,0.008814,0.010973,0.0,,,,DROP,weak signal — E_raw 0.0088<0.015 · RMS 0.0110<0.02 · peak 0.0487<0.35,not run,not run,,not run
27.03.2026; 16.16,/home/pi/pi-iot/audio/window_27-03-2026_16-16-59.wav,5,44100,0.246345,0.011961,0.016397,0.0,,,,DROP,weak signal — E_raw 0.0120<0.015 · RMS 0.0164<0.02 · peak 0.2463<0.35,not run,not run,,not run
27.03.2026; 16.17,/home/pi/pi-iot/audio/window_27-03-2026_16-17-04.wav,5,44100,0.08948,0.011936,0.016525,0.0,,,,DROP,weak signal — E_raw 0.0119<0.015 · RMS 0.0165<0.02 · peak 0.0895<0.35,not run,not run,,not run
27.03.2026; 16.17,/home/pi/pi-iot/audio/window_27-03-2026_16-17-10.wav,5,44100,0.138127,0.017017,0.02356,0.0,0.012494,5.8628,0.001501,KEEP,ok,FULL,rough/noisy,1,activated
27.03.2026; 16.17,/home/pi/pi-iot/audio/window_27-03-2026_16-17-15.wav,5,44100,0.115482,0.013694,0.019612,0.0,,,,DROP,weak signal — E_raw 0.0137<0.015 · RMS 0.0196<0.02 · peak 0.1155<0.35,not run,not run,,not run
27.03.2026; 16.17,/home/pi/pi-iot/audio/window_27-03-2026_16-17-20.wav,5,44100,0.150456,0.009866,0.014806,0.0,,,,DROP,weak signal — E_raw 0.0099<0.015 · RMS 0.0148<0.02 · peak 0.1505<0.35,not run,not run,,not run
27.03.2026; 16.17,/home/pi/pi-iot/audio/window_27-03-2026_16-17-25.wav,5,44100,0.035615,0.008527,0.010637,0.0,,,,DROP,weak signal — E_raw 0.0085<0.015 · RMS 0.0106<0.02 · peak 0.0356<0.35,not run,not run,,not run
27.03.2026; 16.17,/home/pi/pi-iot/audio/window_27-03-2026_16-17-30.wav,5,44100,0.03415,0.007967,0.009886,0.0,,,,DROP,weak signal — E_raw 0.0080<0.015 · RMS 0.0099<0.02 · peak 0.0342<0.35,not run,not run,,not run
27.03.2026; 16.17,/home/pi/pi-iot/audio/window_27-03-2026_16-17-35.wav,5,44100,0.093509,0.010298,0.013338,0.0,,,,DROP,weak signal — E_raw 0.0103<0.015 · RMS 0.0133<0.02 · peak 0.0935<0.35,not run,not run,,not run
27.03.2026; 16.17,/home/pi/pi-iot/audio/window_27-03-2026_16-17-40.wav,5,44100,0.04294,0.008709,0.010976,0.0,,,,DROP,weak signal — E_raw 0.0087<0.015 · RMS 0.0110<0.02 · peak 0.0429<0.35,not run,not run,,not run
27.03.2026; 16.17,/home/pi/pi-iot/audio/window_27-03-2026_16-17-45.wav,5,44100,0.043825,0.008751,0.010892,0.0,,,,DROP,weak signal — E_raw 0.0088<0.015 · RMS 0.0109<0.02 · peak 0.0438<0.35,not run,not run,,not run
27.03.2026; 16.17,/home/pi/pi-iot/audio/window_27-03-2026_16-17-50.wav,5,44100,0.039735,0.008504,0.010655,0.0,,,,DROP,weak signal — E_raw 0.0085<0.015 · RMS 0.0107<0.02 · peak 0.0397<0.35,not run,not run,,not run
27.03.2026; 16.17,/home/pi/pi-iot/audio/window_27-03-2026_16-17-55.wav,5,44100,0.043855,0.008107,0.01023,0.0,,,,DROP,weak signal — E_raw 0.0081<0.015 · RMS 0.0102<0.02 · peak 0.0439<0.35,not run,not run,,not run
27.03.2026; 16.18,/home/pi/pi-iot/audio/window_27-03-2026_16-18-00.wav,5,44100,0.03946,0.008528,0.01075,0.0,,,,DROP,weak signal — E_raw 0.0085<0.015 · RMS 0.0108<0.02 · peak 0.0395<0.35,not run,not run,,not run
27.03.2026; 16.18,/home/pi/pi-iot/audio/window_27-03-2026_16-18-05.wav,5,44100,0.040925,0.008304,0.010396,0.0,,,,DROP,weak signal — E_raw 0.0083<0.015 · RMS 0.0104<0.02 · peak 0.0409<0.35,not run,not run,,not run
27.03.2026; 16.18,/home/pi/pi-iot/audio/window_27-03-2026_16-18-10.wav,5,44100,0.036531,0.008466,0.010545,0.0,,,,DROP,weak signal — E_raw 0.0085<0.015 · RMS 0.0105<0.02 · peak 0.0365<0.35,not run,not run,,not run
27.03.2026; 16.18,/home/pi/pi-iot/audio/window_27-03-2026_16-18-15.wav,5,44100,0.044984,0.008615,0.010836,0.0,,,,DROP,weak signal — E_raw 0.0086<0.015 · RMS 0.0108<0.02 · peak 0.0450<0.35,not run,not run,,not run
27.03.2026; 16.18,/home/pi/pi-iot/audio/window_27-03-2026_16-18-20.wav,5,44100,0.038392,0.008998,0.011228,0.0,,,,DROP,weak signal — E_raw 0.0090<0.015 · RMS 0.0112<0.02 · peak 0.0384<0.35,not run,not run,,not run
27.03.2026; 16.18,/home/pi/pi-iot/audio/window_27-03-2026_16-18-25.wav,5,44100,0.048219,0.009464,0.011975,0.0,,,,DROP,weak signal — E_raw 0.0095<0.015 · RMS 0.0120<0.02 · peak 0.0482<0.35,not run,not run,,not run
27.03.2026; 16.18,/home/pi/pi-iot/audio/window_27-03-2026_16-18-30.wav,5,44100,0.197333,0.010295,0.015745,0.0,,,,DROP,weak signal — E_raw 0.0103<0.015 · RMS 0.0157<0.02 · peak 0.1973<0.35,not run,not run,,not run
27.03.2026; 16.18,/home/pi/pi-iot/audio/window_27-03-2026_16-18-36.wav,5,44100,0.039277,0.008811,0.010911,0.0,,,,DROP,weak signal — E_raw 0.0088<0.015 · RMS 0.0109<0.02 · peak 0.0393<0.35,not run,not run,,not run
27.03.2026; 16.18,/home/pi/pi-iot/audio/window_27-03-2026_16-18-41.wav,5,44100,0.107181,0.014127,0.018842,0.0,,,,DROP,weak signal — E_raw 0.0141<0.015 · RMS 0.0188<0.02 · peak 0.1072<0.35,not run,not run,,not run
27.03.2026; 16.18,/home/pi/pi-iot/audio/window_27-03-2026_16-18-46.wav,5,44100,0.08002,0.012099,0.015966,0.0,,,,DROP,weak signal — E_raw 0.0121<0.015 · RMS 0.0160<0.02 · peak 0.0800<0.35,not run,not run,,not run
27.03.2026; 16.18,/home/pi/pi-iot/audio/window_27-03-2026_16-18-51.wav,5,44100,0.106021,0.02132,0.027582,0.0,0.010104,3.8439,0.000944,KEEP,ok,FULL,rough/noisy,1,activated
27.03.2026; 16.18,/home/pi/pi-iot/audio/window_27-03-2026_16-18-56.wav,5,44100,0.137455,0.01681,0.022846,0.0,0.012458,6.0166,0.001814,KEEP,ok,FULL,baseline-clean,2,activated
27.03.2026; 16.19,/home/pi/pi-iot/audio/window_27-03-2026_16-19-01.wav,5,44100,0.088321,0.015644,0.020956,0.0,0.012141,4.2145,0.001108,KEEP,ok,FULL,rough/noisy,1,activated
27.03.2026; 16.19,/home/pi/pi-iot/audio/window_27-03-2026_16-19-06.wav,5,44100,0.092776,0.015643,0.020845,0.0,0.013497,4.4507,0.001187,KEEP,ok,FULL,rough/noisy,1,activated
27.03.2026; 16.19,/home/pi/pi-iot/audio/window_27-03-2026_16-19-11.wav,5,44100,0.163457,0.01724,0.025361,0.0,0.014082,6.4452,0.0008,KEEP,ok,FULL,baseline-clean,2,activated
27.03.2026; 16.19,/home/pi/pi-iot/audio/window_27-03-2026_16-19-16.wav,5,44100,0.154332,0.01685,0.022905,0.0,0.011519,6.7379,0.000719,KEEP,ok,FULL,baseline-clean,2,activated
27.03.2026; 16.19,/home/pi/pi-iot/audio/window_27-03-2026_16-19-22.wav,5,44100,0.281686,0.010592,0.014883,0.0,,,,DROP,weak signal — E_raw 0.0106<0.015 · RMS 0.0149<0.02 · peak 0.2817<0.35,not run,not run,,not run
27.03.2026; 16.19,/home/pi/pi-iot/audio/window_27-03-2026_16-19-27.wav,5,44100,0.1742,0.011756,0.018405,0.0,,,,DROP,weak signal — E_raw 0.0118<0.015 · RMS 0.0184<0.02 · peak 0.1742<0.35,not run,not run,,not run
27.03.2026; 16.19,/home/pi/pi-iot/audio/window_27-03-2026_16-19-32.wav,5,44100,0.246254,0.011437,0.018856,0.0,,,,DROP,weak signal — E_raw 0.0114<0.015 · RMS 0.0189<0.02 · peak 0.2463<0.35,not run,not run,,not run
27.03.2026; 16.19,/home/pi/pi-iot/audio/window_27-03-2026_16-19-37.wav,5,44100,0.138707,0.010011,0.013944,0.0,,,,DROP,weak signal — E_raw 0.0100<0.015 · RMS 0.0139<0.02 · peak 0.1387<0.35,not run,not run,,not run
27.03.2026; 16.19,/home/pi/pi-iot/audio/window_27-03-2026_16-19-42.wav,5,44100,0.043458,0.008791,0.011031,0.0,,,,DROP,weak signal — E_raw 0.0088<0.015 · RMS 0.0110<0.02 · peak 0.0435<0.35,not run,not run,,not run
27.03.2026; 16.19,/home/pi/pi-iot/audio/window_27-03-2026_16-19-47.wav,5,44100,0.042604,0.009362,0.011712,0.0,,,,DROP,weak signal — E_raw 0.0094<0.015 · RMS 0.0117<0.02 · peak 0.0426<0.35,not run,not run,,not run
27.03.2026; 16.19,/home/pi/pi-iot/audio/window_27-03-2026_16-19-52.wav,5,44100,0.052492,0.009782,0.012242,0.0,,,,DROP,weak signal — E_raw 0.0098<0.015 · RMS 0.0122<0.02 · peak 0.0525<0.35,not run,not run,,not run
27.03.2026; 16.19,/home/pi/pi-iot/audio/window_27-03-2026_16-19-57.wav,5,44100,0.04181,0.008759,0.011013,0.0,,,,DROP,weak signal — E_raw 0.0088<0.015 · RMS 0.0110<0.02 · peak 0.0418<0.35,not run,not run,,not run
27.03.2026; 16.20,/home/pi/pi-iot/audio/window_27-03-2026_16-20-02.wav,5,44100,0.049867,0.008878,0.011217,0.0,,,,DROP,weak signal — E_raw 0.0089<0.015 · RMS 0.0112<0.02 · peak 0.0499<0.35,not run,not run,,not run
27.03.2026; 16.20,/home/pi/pi-iot/audio/window_27-03-2026_16-20-07.wav,5,44100,0.043245,0.008574,0.010809,0.0,,,,DROP,weak signal — E_raw 0.0086<0.015 · RMS 0.0108<0.02 · peak 0.0432<0.35,not run,not run,,not run
27.03.2026; 16.20,/home/pi/pi-iot/audio/window_27-03-2026_16-20-12.wav,5,44100,0.041719,0.008684,0.010892,0.0,,,,DROP,weak signal — E_raw 0.0087<0.015 · RMS 0.0109<0.02 · peak 0.0417<0.35,not run,not run,,not run
27.03.2026; 16.20,/home/pi/pi-iot/audio/window_27-03-2026_16-20-17.wav,5,44100,0.04648,0.008569,0.010739,0.0,,,,DROP,weak signal — E_raw 0.0086<0.015 · RMS 0.0107<0.02 · peak 0.0465<0.35,not run,not run,,not run
27.03.2026; 16.20,/home/pi/pi-iot/audio/window_27-03-2026_16-20-22.wav,5,44100,0.100986,0.011318,0.015289,0.0,,,,DROP,weak signal — E_raw 0.0113<0.015 · RMS 0.0153<0.02 · peak 0.1010<0.35,not run,not run,,not run
27.03.2026; 16.20,/home/pi/pi-iot/audio/window_27-03-2026_16-20-27.wav,5,44100,0.102206,0.01033,0.013847,0.0,,,,DROP,weak signal — E_raw 0.0103<0.015 · RMS 0.0138<0.02 · peak 0.1022<0.35,not run,not run,,not run
27.03.2026; 16.20,/home/pi/pi-iot/audio/window_27-03-2026_16-20-32.wav,5,44100,0.091006,0.014765,0.019431,0.0,,,,DROP,weak signal — E_raw 0.0148<0.015 · RMS 0.0194<0.02 · peak 0.0910<0.35,not run,not run,,not run
27.03.2026; 16.20,/home/pi/pi-iot/audio/window_27-03-2026_16-20-38.wav,5,44100,0.089633,0.011421,0.01518,0.0,,,,DROP,weak signal — E_raw 0.0114<0.015 · RMS 0.0152<0.02 · peak 0.0896<0.35,not run,not run,,not run
27.03.2026; 16.20,/home/pi/pi-iot/audio/window_27-03-2026_16-20-43.wav,5,44100,0.038453,0.008542,0.010615,0.0,,,,DROP,weak signal — E_raw 0.0085<0.015 · RMS 0.0106<0.02 · peak 0.0385<0.35,not run,not run,,not run
