timestamp,file,duration_s,sample_rate,raw_peak,e_raw,rms,clip_rate,zcr,crest_factor,hf_ratio,b3_decision,b3_reason,b4_mode,b4_label,b4_flags,b5_status
28.03.2026; 05.51,/home/pi/pi-iot/audio/window_28-03-2026_05-51-22.wav,5,44100,0.012604,0.002243,0.002814,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0126<0.35,not run,not run,,not run
28.03.2026; 05.51,/home/pi/pi-iot/audio/window_28-03-2026_05-51-27.wav,5,44100,0.011994,0.002432,0.003022,0.0,,,,DROP,weak signal — E_raw 0.0024<0.015 · RMS 0.0030<0.02 · peak 0.0120<0.35,not run,not run,,not run
28.03.2026; 05.51,/home/pi/pi-iot/audio/window_28-03-2026_05-51-33.wav,5,44100,0.011292,0.002075,0.002614,0.0,,,,DROP,weak signal — E_raw 0.0021<0.015 · RMS 0.0026<0.02 · peak 0.0113<0.35,not run,not run,,not run
28.03.2026; 05.51,/home/pi/pi-iot/audio/window_28-03-2026_05-51-38.wav,5,44100,0.012909,0.002344,0.002942,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0129<0.35,not run,not run,,not run
28.03.2026; 05.51,/home/pi/pi-iot/audio/window_28-03-2026_05-51-43.wav,5,44100,0.011322,0.002152,0.002682,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0027<0.02 · peak 0.0113<0.35,not run,not run,,not run
28.03.2026; 05.51,/home/pi/pi-iot/audio/window_28-03-2026_05-51-48.wav,5,44100,0.013123,0.002228,0.002824,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0131<0.35,not run,not run,,not run
28.03.2026; 05.51,/home/pi/pi-iot/audio/window_28-03-2026_05-51-53.wav,5,44100,0.012513,0.002307,0.002911,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0125<0.35,not run,not run,,not run
28.03.2026; 05.51,/home/pi/pi-iot/audio/window_28-03-2026_05-51-58.wav,5,44100,0.012604,0.002101,0.00265,0.0,,,,DROP,weak signal — E_raw 0.0021<0.015 · RMS 0.0026<0.02 · peak 0.0126<0.35,not run,not run,,not run
28.03.2026; 05.52,/home/pi/pi-iot/audio/window_28-03-2026_05-52-03.wav,5,44100,0.012696,0.00239,0.002987,0.0,,,,DROP,weak signal — E_raw 0.0024<0.015 · RMS 0.0030<0.02 · peak 0.0127<0.35,not run,not run,,not run
28.03.2026; 05.52,/home/pi/pi-iot/audio/window_28-03-2026_05-52-08.wav,5,44100,0.010529,0.002229,0.002772,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0105<0.35,not run,not run,,not run
28.03.2026; 05.52,/home/pi/pi-iot/audio/window_28-03-2026_05-52-13.wav,5,44100,0.01059,0.002151,0.002712,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0027<0.02 · peak 0.0106<0.35,not run,not run,,not run
28.03.2026; 05.52,/home/pi/pi-iot/audio/window_28-03-2026_05-52-18.wav,5,44100,0.010834,0.002242,0.002794,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0108<0.35,not run,not run,,not run
28.03.2026; 05.52,/home/pi/pi-iot/audio/window_28-03-2026_05-52-23.wav,5,44100,0.010773,0.00225,0.002819,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0028<0.02 · peak 0.0108<0.35,not run,not run,,not run
28.03.2026; 05.52,/home/pi/pi-iot/audio/window_28-03-2026_05-52-28.wav,5,44100,0.010407,0.002233,0.002789,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0104<0.35,not run,not run,,not run
28.03.2026; 05.52,/home/pi/pi-iot/audio/window_28-03-2026_05-52-33.wav,5,44100,0.011719,0.002298,0.002916,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0117<0.35,not run,not run,,not run
28.03.2026; 05.52,/home/pi/pi-iot/audio/window_28-03-2026_05-52-38.wav,5,44100,0.013062,0.002424,0.003057,0.0,,,,DROP,weak signal — E_raw 0.0024<0.015 · RMS 0.0031<0.02 · peak 0.0131<0.35,not run,not run,,not run
28.03.2026; 05.52,/home/pi/pi-iot/audio/window_28-03-2026_05-52-43.wav,5,44100,0.012604,0.002651,0.003326,0.0,,,,DROP,weak signal — E_raw 0.0027<0.015 · RMS 0.0033<0.02 · peak 0.0126<0.35,not run,not run,,not run
28.03.2026; 05.52,/home/pi/pi-iot/audio/window_28-03-2026_05-52-48.wav,5,44100,0.011841,0.002448,0.003071,0.0,,,,DROP,weak signal — E_raw 0.0024<0.015 · RMS 0.0031<0.02 · peak 0.0118<0.35,not run,not run,,not run
28.03.2026; 05.52,/home/pi/pi-iot/audio/window_28-03-2026_05-52-53.wav,5,44100,0.01236,0.00235,0.002978,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0030<0.02 · peak 0.0124<0.35,not run,not run,,not run
28.03.2026; 05.52,/home/pi/pi-iot/audio/window_28-03-2026_05-52-58.wav,5,44100,0.011902,0.002257,0.002859,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0119<0.35,not run,not run,,not run
28.03.2026; 05.53,/home/pi/pi-iot/audio/window_28-03-2026_05-53-03.wav,5,44100,0.010834,0.002215,0.002767,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0108<0.35,not run,not run,,not run
28.03.2026; 05.53,/home/pi/pi-iot/audio/window_28-03-2026_05-53-09.wav,5,44100,0.011963,0.002286,0.00286,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0120<0.35,not run,not run,,not run
28.03.2026; 05.53,/home/pi/pi-iot/audio/window_28-03-2026_05-53-14.wav,5,44100,0.011841,0.002225,0.00282,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0118<0.35,not run,not run,,not run
28.03.2026; 05.53,/home/pi/pi-iot/audio/window_28-03-2026_05-53-19.wav,5,44100,0.010529,0.002197,0.00275,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0027<0.02 · peak 0.0105<0.35,not run,not run,,not run
28.03.2026; 05.53,/home/pi/pi-iot/audio/window_28-03-2026_05-53-24.wav,5,44100,0.011963,0.002237,0.002826,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0120<0.35,not run,not run,,not run
28.03.2026; 05.53,/home/pi/pi-iot/audio/window_28-03-2026_05-53-29.wav,5,44100,0.010956,0.002181,0.002743,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0027<0.02 · peak 0.0110<0.35,not run,not run,,not run
28.03.2026; 05.53,/home/pi/pi-iot/audio/window_28-03-2026_05-53-34.wav,5,44100,0.014344,0.002274,0.002875,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0143<0.35,not run,not run,,not run
28.03.2026; 05.53,/home/pi/pi-iot/audio/window_28-03-2026_05-53-39.wav,5,44100,0.01529,0.002295,0.002904,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0153<0.35,not run,not run,,not run
28.03.2026; 05.53,/home/pi/pi-iot/audio/window_28-03-2026_05-53-44.wav,5,44100,0.013123,0.002481,0.003096,0.0,,,,DROP,weak signal — E_raw 0.0025<0.015 · RMS 0.0031<0.02 · peak 0.0131<0.35,not run,not run,,not run
28.03.2026; 05.53,/home/pi/pi-iot/audio/window_28-03-2026_05-53-49.wav,5,44100,0.01059,0.00234,0.002892,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0106<0.35,not run,not run,,not run
28.03.2026; 05.53,/home/pi/pi-iot/audio/window_28-03-2026_05-53-54.wav,5,44100,0.012299,0.002235,0.002796,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0123<0.35,not run,not run,,not run
28.03.2026; 05.53,/home/pi/pi-iot/audio/window_28-03-2026_05-53-59.wav,5,44100,0.011444,0.002391,0.003012,0.0,,,,DROP,weak signal — E_raw 0.0024<0.015 · RMS 0.0030<0.02 · peak 0.0114<0.35,not run,not run,,not run
28.03.2026; 05.54,/home/pi/pi-iot/audio/window_28-03-2026_05-54-04.wav,5,44100,0.01117,0.002261,0.002817,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0028<0.02 · peak 0.0112<0.35,not run,not run,,not run
28.03.2026; 05.54,/home/pi/pi-iot/audio/window_28-03-2026_05-54-09.wav,5,44100,0.013001,0.002429,0.003049,0.0,,,,DROP,weak signal — E_raw 0.0024<0.015 · RMS 0.0030<0.02 · peak 0.0130<0.35,not run,not run,,not run
28.03.2026; 05.54,/home/pi/pi-iot/audio/window_28-03-2026_05-54-14.wav,5,44100,0.016907,0.00276,0.003481,0.0,,,,DROP,weak signal — E_raw 0.0028<0.015 · RMS 0.0035<0.02 · peak 0.0169<0.35,not run,not run,,not run
28.03.2026; 05.54,/home/pi/pi-iot/audio/window_28-03-2026_05-54-19.wav,5,44100,0.014008,0.002599,0.003239,0.0,,,,DROP,weak signal — E_raw 0.0026<0.015 · RMS 0.0032<0.02 · peak 0.0140<0.35,not run,not run,,not run
28.03.2026; 05.54,/home/pi/pi-iot/audio/window_28-03-2026_05-54-24.wav,5,44100,0.013398,0.002467,0.003069,0.0,,,,DROP,weak signal — E_raw 0.0025<0.015 · RMS 0.0031<0.02 · peak 0.0134<0.35,not run,not run,,not run
28.03.2026; 05.54,/home/pi/pi-iot/audio/window_28-03-2026_05-54-29.wav,5,44100,0.015503,0.002368,0.003019,0.0,,,,DROP,weak signal — E_raw 0.0024<0.015 · RMS 0.0030<0.02 · peak 0.0155<0.35,not run,not run,,not run
28.03.2026; 05.54,/home/pi/pi-iot/audio/window_28-03-2026_05-54-34.wav,5,44100,0.013001,0.002348,0.002957,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0030<0.02 · peak 0.0130<0.35,not run,not run,,not run
28.03.2026; 05.54,/home/pi/pi-iot/audio/window_28-03-2026_05-54-40.wav,5,44100,0.012574,0.002349,0.002951,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0030<0.02 · peak 0.0126<0.35,not run,not run,,not run
28.03.2026; 05.54,/home/pi/pi-iot/audio/window_28-03-2026_05-54-45.wav,5,44100,0.013428,0.002451,0.003102,0.0,,,,DROP,weak signal — E_raw 0.0025<0.015 · RMS 0.0031<0.02 · peak 0.0134<0.35,not run,not run,,not run
28.03.2026; 05.54,/home/pi/pi-iot/audio/window_28-03-2026_05-54-50.wav,5,44100,0.015229,0.002418,0.003033,0.0,,,,DROP,weak signal — E_raw 0.0024<0.015 · RMS 0.0030<0.02 · peak 0.0152<0.35,not run,not run,,not run
28.03.2026; 05.54,/home/pi/pi-iot/audio/window_28-03-2026_05-54-55.wav,5,44100,0.012574,0.00236,0.002952,0.0,,,,DROP,weak signal — E_raw 0.0024<0.015 · RMS 0.0030<0.02 · peak 0.0126<0.35,not run,not run,,not run
28.03.2026; 05.55,/home/pi/pi-iot/audio/window_28-03-2026_05-55-00.wav,5,44100,0.012909,0.002212,0.002789,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0129<0.35,not run,not run,,not run
28.03.2026; 05.55,/home/pi/pi-iot/audio/window_28-03-2026_05-55-05.wav,5,44100,0.013581,0.002329,0.00292,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0136<0.35,not run,not run,,not run
28.03.2026; 05.55,/home/pi/pi-iot/audio/window_28-03-2026_05-55-10.wav,5,44100,0.011048,0.002364,0.002958,0.0,,,,DROP,weak signal — E_raw 0.0024<0.015 · RMS 0.0030<0.02 · peak 0.0110<0.35,not run,not run,,not run
28.03.2026; 05.55,/home/pi/pi-iot/audio/window_28-03-2026_05-55-15.wav,5,44100,0.01175,0.002321,0.002906,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0117<0.35,not run,not run,,not run
28.03.2026; 05.55,/home/pi/pi-iot/audio/window_28-03-2026_05-55-20.wav,5,44100,0.016022,0.002576,0.003225,0.0,,,,DROP,weak signal — E_raw 0.0026<0.015 · RMS 0.0032<0.02 · peak 0.0160<0.35,not run,not run,,not run
28.03.2026; 05.55,/home/pi/pi-iot/audio/window_28-03-2026_05-55-25.wav,5,44100,0.010559,0.002239,0.002791,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0106<0.35,not run,not run,,not run
28.03.2026; 05.55,/home/pi/pi-iot/audio/window_28-03-2026_05-55-30.wav,5,44100,0.013153,0.002378,0.002976,0.0,,,,DROP,weak signal — E_raw 0.0024<0.015 · RMS 0.0030<0.02 · peak 0.0132<0.35,not run,not run,,not run
28.03.2026; 05.55,/home/pi/pi-iot/audio/window_28-03-2026_05-55-35.wav,5,44100,0.012055,0.00212,0.002663,0.0,,,,DROP,weak signal — E_raw 0.0021<0.015 · RMS 0.0027<0.02 · peak 0.0121<0.35,not run,not run,,not run
28.03.2026; 05.55,/home/pi/pi-iot/audio/window_28-03-2026_05-55-40.wav,5,44100,0.011872,0.002321,0.002906,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0119<0.35,not run,not run,,not run
28.03.2026; 05.55,/home/pi/pi-iot/audio/window_28-03-2026_05-55-45.wav,5,44100,0.011505,0.002085,0.002626,0.0,,,,DROP,weak signal — E_raw 0.0021<0.015 · RMS 0.0026<0.02 · peak 0.0115<0.35,not run,not run,,not run
28.03.2026; 05.55,/home/pi/pi-iot/audio/window_28-03-2026_05-55-50.wav,5,44100,0.016816,0.002377,0.003069,0.0,,,,DROP,weak signal — E_raw 0.0024<0.015 · RMS 0.0031<0.02 · peak 0.0168<0.35,not run,not run,,not run
28.03.2026; 05.55,/home/pi/pi-iot/audio/window_28-03-2026_05-55-55.wav,5,44100,0.013245,0.002304,0.002906,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0132<0.35,not run,not run,,not run
28.03.2026; 05.56,/home/pi/pi-iot/audio/window_28-03-2026_05-56-00.wav,5,44100,0.011414,0.002188,0.002749,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0027<0.02 · peak 0.0114<0.35,not run,not run,,not run
28.03.2026; 05.56,/home/pi/pi-iot/audio/window_28-03-2026_05-56-06.wav,5,44100,0.014344,0.002292,0.002891,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0143<0.35,not run,not run,,not run
28.03.2026; 05.56,/home/pi/pi-iot/audio/window_28-03-2026_05-56-11.wav,5,44100,0.011597,0.002168,0.002728,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0027<0.02 · peak 0.0116<0.35,not run,not run,,not run
28.03.2026; 05.56,/home/pi/pi-iot/audio/window_28-03-2026_05-56-16.wav,5,44100,0.012207,0.002389,0.002996,0.0,,,,DROP,weak signal — E_raw 0.0024<0.015 · RMS 0.0030<0.02 · peak 0.0122<0.35,not run,not run,,not run
28.03.2026; 05.56,/home/pi/pi-iot/audio/window_28-03-2026_05-56-21.wav,5,44100,0.011078,0.002196,0.002732,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0027<0.02 · peak 0.0111<0.35,not run,not run,,not run
28.03.2026; 05.56,/home/pi/pi-iot/audio/window_28-03-2026_05-56-26.wav,5,44100,0.012574,0.002341,0.002947,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0126<0.35,not run,not run,,not run
28.03.2026; 05.56,/home/pi/pi-iot/audio/window_28-03-2026_05-56-31.wav,5,44100,0.016175,0.002236,0.002834,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0162<0.35,not run,not run,,not run
28.03.2026; 05.56,/home/pi/pi-iot/audio/window_28-03-2026_05-56-36.wav,5,44100,0.011292,0.002134,0.002693,0.0,,,,DROP,weak signal — E_raw 0.0021<0.015 · RMS 0.0027<0.02 · peak 0.0113<0.35,not run,not run,,not run
28.03.2026; 05.56,/home/pi/pi-iot/audio/window_28-03-2026_05-56-41.wav,5,44100,0.011719,0.00235,0.002936,0.0,,,,DROP,weak signal — E_raw 0.0024<0.015 · RMS 0.0029<0.02 · peak 0.0117<0.35,not run,not run,,not run
28.03.2026; 05.56,/home/pi/pi-iot/audio/window_28-03-2026_05-56-46.wav,5,44100,0.011689,0.002208,0.00276,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0117<0.35,not run,not run,,not run
28.03.2026; 05.56,/home/pi/pi-iot/audio/window_28-03-2026_05-56-51.wav,5,44100,0.010224,0.002373,0.002976,0.0,,,,DROP,weak signal — E_raw 0.0024<0.015 · RMS 0.0030<0.02 · peak 0.0102<0.35,not run,not run,,not run
28.03.2026; 05.56,/home/pi/pi-iot/audio/window_28-03-2026_05-56-56.wav,5,44100,0.011322,0.002128,0.002661,0.0,,,,DROP,weak signal — E_raw 0.0021<0.015 · RMS 0.0027<0.02 · peak 0.0113<0.35,not run,not run,,not run
28.03.2026; 05.57,/home/pi/pi-iot/audio/window_28-03-2026_05-57-01.wav,5,44100,0.011536,0.002299,0.002864,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0115<0.35,not run,not run,,not run
28.03.2026; 05.57,/home/pi/pi-iot/audio/window_28-03-2026_05-57-06.wav,5,44100,0.010834,0.002137,0.002694,0.0,,,,DROP,weak signal — E_raw 0.0021<0.015 · RMS 0.0027<0.02 · peak 0.0108<0.35,not run,not run,,not run
28.03.2026; 05.57,/home/pi/pi-iot/audio/window_28-03-2026_05-57-11.wav,5,44100,0.013581,0.002255,0.002854,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0136<0.35,not run,not run,,not run
28.03.2026; 05.57,/home/pi/pi-iot/audio/window_28-03-2026_05-57-16.wav,5,44100,0.016449,0.002255,0.002867,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0164<0.35,not run,not run,,not run
28.03.2026; 05.57,/home/pi/pi-iot/audio/window_28-03-2026_05-57-21.wav,5,44100,0.011994,0.002089,0.002651,0.0,,,,DROP,weak signal — E_raw 0.0021<0.015 · RMS 0.0027<0.02 · peak 0.0120<0.35,not run,not run,,not run
28.03.2026; 05.57,/home/pi/pi-iot/audio/window_28-03-2026_05-57-26.wav,5,44100,0.012665,0.002324,0.002918,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0127<0.35,not run,not run,,not run
28.03.2026; 05.57,/home/pi/pi-iot/audio/window_28-03-2026_05-57-31.wav,5,44100,0.010712,0.0022,0.002743,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0027<0.02 · peak 0.0107<0.35,not run,not run,,not run
28.03.2026; 05.57,/home/pi/pi-iot/audio/window_28-03-2026_05-57-37.wav,5,44100,0.010376,0.002191,0.00275,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0104<0.35,not run,not run,,not run
28.03.2026; 05.57,/home/pi/pi-iot/audio/window_28-03-2026_05-57-42.wav,5,44100,0.012909,0.002192,0.002735,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0027<0.02 · peak 0.0129<0.35,not run,not run,,not run
28.03.2026; 05.57,/home/pi/pi-iot/audio/window_28-03-2026_05-57-47.wav,5,44100,0.012818,0.00228,0.00287,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0128<0.35,not run,not run,,not run
28.03.2026; 05.57,/home/pi/pi-iot/audio/window_28-03-2026_05-57-52.wav,5,44100,0.012207,0.002137,0.002711,0.0,,,,DROP,weak signal — E_raw 0.0021<0.015 · RMS 0.0027<0.02 · peak 0.0122<0.35,not run,not run,,not run
28.03.2026; 05.57,/home/pi/pi-iot/audio/window_28-03-2026_05-57-57.wav,5,44100,0.014527,0.002219,0.002802,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0145<0.35,not run,not run,,not run
28.03.2026; 05.58,/home/pi/pi-iot/audio/window_28-03-2026_05-58-02.wav,5,44100,0.016846,0.002209,0.002792,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0168<0.35,not run,not run,,not run
28.03.2026; 05.58,/home/pi/pi-iot/audio/window_28-03-2026_05-58-07.wav,5,44100,0.012482,0.002062,0.002585,0.0,,,,DROP,weak signal — E_raw 0.0021<0.015 · RMS 0.0026<0.02 · peak 0.0125<0.35,not run,not run,,not run
28.03.2026; 05.58,/home/pi/pi-iot/audio/window_28-03-2026_05-58-12.wav,5,44100,0.012085,0.002258,0.00283,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0028<0.02 · peak 0.0121<0.35,not run,not run,,not run
28.03.2026; 05.58,/home/pi/pi-iot/audio/window_28-03-2026_05-58-17.wav,5,44100,0.012909,0.002235,0.002814,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0129<0.35,not run,not run,,not run
28.03.2026; 05.58,/home/pi/pi-iot/audio/window_28-03-2026_05-58-22.wav,5,44100,0.01236,0.002243,0.002802,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0124<0.35,not run,not run,,not run
28.03.2026; 05.58,/home/pi/pi-iot/audio/window_28-03-2026_05-58-27.wav,5,44100,0.010468,0.002203,0.002754,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0105<0.35,not run,not run,,not run
28.03.2026; 05.58,/home/pi/pi-iot/audio/window_28-03-2026_05-58-32.wav,5,44100,0.011505,0.00221,0.002776,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0115<0.35,not run,not run,,not run
28.03.2026; 05.58,/home/pi/pi-iot/audio/window_28-03-2026_05-58-37.wav,5,44100,0.010254,0.00217,0.002685,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0027<0.02 · peak 0.0103<0.35,not run,not run,,not run
28.03.2026; 05.58,/home/pi/pi-iot/audio/window_28-03-2026_05-58-42.wav,5,44100,0.010437,0.002233,0.002765,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0104<0.35,not run,not run,,not run
28.03.2026; 05.58,/home/pi/pi-iot/audio/window_28-03-2026_05-58-47.wav,5,44100,0.015412,0.0023,0.002921,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0154<0.35,not run,not run,,not run
28.03.2026; 05.58,/home/pi/pi-iot/audio/window_28-03-2026_05-58-52.wav,5,44100,0.010956,0.002274,0.002834,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0028<0.02 · peak 0.0110<0.35,not run,not run,,not run
28.03.2026; 05.58,/home/pi/pi-iot/audio/window_28-03-2026_05-58-57.wav,5,44100,0.012879,0.002299,0.002883,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0129<0.35,not run,not run,,not run
28.03.2026; 05.59,/home/pi/pi-iot/audio/window_28-03-2026_05-59-02.wav,5,44100,0.010041,0.002181,0.002719,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0027<0.02 · peak 0.0100<0.35,not run,not run,,not run
28.03.2026; 05.59,/home/pi/pi-iot/audio/window_28-03-2026_05-59-07.wav,5,44100,0.013184,0.002258,0.002885,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0132<0.35,not run,not run,,not run
28.03.2026; 05.59,/home/pi/pi-iot/audio/window_28-03-2026_05-59-13.wav,5,44100,0.010712,0.002161,0.002703,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0027<0.02 · peak 0.0107<0.35,not run,not run,,not run
28.03.2026; 05.59,/home/pi/pi-iot/audio/window_28-03-2026_05-59-18.wav,5,44100,0.012452,0.002285,0.002874,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0125<0.35,not run,not run,,not run
28.03.2026; 05.59,/home/pi/pi-iot/audio/window_28-03-2026_05-59-23.wav,5,44100,0.010956,0.00222,0.002789,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0110<0.35,not run,not run,,not run
28.03.2026; 05.59,/home/pi/pi-iot/audio/window_28-03-2026_05-59-28.wav,5,44100,0.011628,0.002237,0.002796,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0116<0.35,not run,not run,,not run
28.03.2026; 05.59,/home/pi/pi-iot/audio/window_28-03-2026_05-59-33.wav,5,44100,0.012665,0.002309,0.00292,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0127<0.35,not run,not run,,not run
28.03.2026; 05.59,/home/pi/pi-iot/audio/window_28-03-2026_05-59-38.wav,5,44100,0.010865,0.002181,0.002728,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0027<0.02 · peak 0.0109<0.35,not run,not run,,not run
28.03.2026; 05.59,/home/pi/pi-iot/audio/window_28-03-2026_05-59-43.wav,5,44100,0.012085,0.002399,0.002988,0.0,,,,DROP,weak signal — E_raw 0.0024<0.015 · RMS 0.0030<0.02 · peak 0.0121<0.35,not run,not run,,not run
28.03.2026; 05.59,/home/pi/pi-iot/audio/window_28-03-2026_05-59-48.wav,5,44100,0.012299,0.002188,0.002748,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0027<0.02 · peak 0.0123<0.35,not run,not run,,not run
28.03.2026; 05.59,/home/pi/pi-iot/audio/window_28-03-2026_05-59-53.wav,5,44100,0.010926,0.002239,0.002803,0.0,,,,DROP,weak signal — E_raw 0.0022<0.015 · RMS 0.0028<0.02 · peak 0.0109<0.35,not run,not run,,not run
28.03.2026; 05.59,/home/pi/pi-iot/audio/window_28-03-2026_05-59-58.wav,5,44100,0.012787,0.002341,0.002912,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0128<0.35,not run,not run,,not run
28.03.2026; 06.00,/home/pi/pi-iot/audio/window_28-03-2026_06-00-03.wav,5,44100,0.011689,0.002289,0.002873,0.0,,,,DROP,weak signal — E_raw 0.0023<0.015 · RMS 0.0029<0.02 · peak 0.0117<0.35,not run,not run,,not run
28.03.2026; 06.00,/home/pi/pi-iot/audio/window_28-03-2026_06-00-08.wav,5,44100,0.012238,0.002357,0.002976,0.0,,,,DROP,weak signal — E_raw 0.0024<0.015 · RMS 0.0030<0.02 · peak 0.0122<0.35,not run,not run,,not run
